Individual,BureauInquiries,CreditUsage,TotalCredit,CollectionReports,MissedPayments,HomeOwner,CreditAge,TimeOnJob,CreditScore
3518,8,0.170,11500,0,0,1,7.30,7,656
3519,6,0.280,13500,0,2,1,7.50,5,629
3520,6,0.330,9500,0,0,0,6.20,5,724
3521,6,0.220,15000,0,0,1,7.50,8,658
3522,8,0.230,16000,0,1,0,7.80,5,651
3523,6,0.350,27500,0,0,0,4.10,6,645
3524,6,0.220,16000,0,0,1,8.10,9,742
3525,7,0.150,14000,0,0,0,5.00,4,725
3526,8,0.320,25500,0,0,1,5.20,5,567
3527,6,0.410,6000,0,0,1,6.00,7,608
3528,6,0.310,9000,0,2,1,6.20,5,667
3529,6,0.320,13000,0,2,1,8.70,6,697
3530,7,0.350,13500,0,0,1,5.30,16,761
3531,6,0.440,20000,0,0,1,6.50,5,721
3532,5,0.460,23000,0,2,1,7.40,3,643
3533,7,0.310,26000,0,0,0,6.20,8,632
3534,7,0.310,12000,0,1,0,6.40,12,706
3535,6,0.320,11500,1,2,1,8.30,4,647
3536,6,0.310,10500,0,0,0,6.80,5,582
3537,7,0.140,16000,0,1,1,6.70,6,564
3538,8,0.330,19000,0,0,0,14.10,15,698
3539,7,0.380,11000,0,0,1,6.20,5,599
3540,5,0.120,16500,0,0,1,4.70,15,785
3541,7,0.360,20000,0,0,1,6.50,17,751
3542,7,0.130,15000,0,0,1,6.50,8,685
3543,7,0.210,30000,0,1,0,8.30,7,755
3544,6,0.410,11000,0,0,1,7.40,6,749
3545,7,0.200,14500,0,2,0,7.60,4,687
3546,7,0.210,17000,0,2,1,8.50,8,708
3547,6,0.470,10500,0,0,1,6.90,13,686
3548,6,0.170,19000,0,0,1,9.00,13,658
3549,6,0.380,7500,0,0,0,5.60,7,652
3550,6,0.260,11500,1,2,1,7.50,5,611
3551,6,0.360,30000,0,0,1,7.00,4,571
3552,7,0.360,31000,0,1,1,9.80,8,716
3553,7,0.360,25000,0,0,0,7.60,4,592
3554,9,0.550,16000,0,0,0,5.40,12,632
3555,4,0.670,5500,0,0,1,5.80,17,645
3556,6,0.240,14000,0,0,1,5.10,9,682
3557,6,0.250,23500,0,1,1,8.20,5,668
3558,6,0.310,15000,0,0,0,6.60,16,713
3559,8,0.230,18500,0,2,0,7.30,4,650
3560,6,0.270,14000,0,0,0,5.60,10,617
3561,5,0.330,11500,0,1,1,9.40,12,709
3562,6,0.300,14000,0,1,1,10.50,5,730
3563,8,0.370,18000,0,0,0,4.10,12,782
3564,7,0.350,8500,0,0,1,5.10,6,709
3565,7,0.140,38000,0,0,1,6.60,7,682
3566,5,0.250,11500,0,0,1,8.00,10,680
3567,7,0.270,20500,1,2,1,4.10,6,579
3568,7,0.190,13500,0,0,1,8.00,10,736
3569,6,0.170,15000,0,0,0,8.00,10,708
3570,7,0.160,22000,0,0,0,11.90,7,707
3571,8,0.290,26500,0,2,1,5.70,9,496
3572,6,0.410,16500,0,0,1,6.50,8,582
3573,6,0.270,20500,0,0,1,10.20,11,705
3574,7,0.280,24500,0,1,0,8.00,10,709
3575,6,0.280,21000,0,2,0,7.10,3,634
3576,6,0.190,18000,0,0,1,8.40,9,756
3577,7,0.850,25500,0,2,1,5.10,9,603
3578,7,0.320,14500,0,2,1,9.60,7,692
3579,7,0.300,17000,0,0,1,7.40,15,764
3580,6,0.395,7000,1,2,1,5.60,10,490
3581,7,0.270,18000,0,0,0,7.20,14,686
3582,6,0.250,14000,0,0,1,5.70,9,744
3583,7,0.320,25500,0,0,0,6.50,14,680
3584,6,0.360,15000,0,0,0,7.40,15,713
3585,6,0.260,26000,0,1,1,7.50,5,716
3586,7,0.250,16000,0,2,0,7.30,7,644
3587,6,0.270,14000,0,1,0,5.80,2,734
3588,6,0.440,10000,1,2,1,6.80,2,628
3589,7,0.270,24500,0,1,1,8.30,10,694
3590,6,0.160,17000,0,0,1,6.10,9,605
3591,5,0.240,17000,0,0,0,6.80,11,744
3592,8,0.200,14500,0,0,1,7.30,4,653
3593,6,0.210,33000,0,1,0,8.60,7,559
3594,6,0.210,12000,0,0,1,6.90,13,751
3595,6,0.310,14500,0,0,1,6.10,15,695
3596,7,0.220,20500,0,1,1,8.70,3,665
3597,7,0.260,17000,0,0,0,5.70,9,731
3598,7,0.320,12000,0,1,0,6.20,8,577
3599,5,0.280,17000,0,0,1,5.40,15,750
3600,6,0.220,25000,0,1,0,7.40,3,722
3601,7,0.130,13500,0,1,1,5.30,10,725
3602,7,0.460,19500,0,1,1,5.60,13,731
3603,6,0.270,9500,0,1,1,5.30,7,725
3604,6,0.180,14500,0,0,1,8.30,10,827
3605,6,0.330,22000,1,1,1,6.80,5,601
3606,7,0.260,17000,0,1,0,7.30,4,702
3607,7,0.270,14500,0,0,0,7.70,12,665
3608,6,0.410,12000,0,0,1,7.20,8,660
3609,7,0.160,15000,1,3,1,8.30,7,550
3610,6,0.270,11500,0,1,1,5.80,2,522
3611,6,0.250,23000,1,2,1,7.60,4,628
3612,5,0.230,29000,0,0,1,9.10,6,632
3613,8,0.550,10500,0,2,0,4.50,5,458
3614,7,0.320,17500,0,0,1,6.40,6,644
3615,6,0.320,24000,1,2,1,7.80,5,604
3616,6,0.250,15000,0,0,1,7.80,5,700
3617,7,0.220,19000,0,0,0,7.00,7,736
3618,5,0.250,13000,0,0,0,6.20,5,689
3619,6,0.230,16500,0,0,0,6.30,10,702
3620,5,0.240,13000,0,0,1,6.50,5,677
3621,6,0.280,13500,0,0,1,6.00,16,775
3622,6,0.310,17000,0,0,1,5.00,4,575
3623,6,0.240,16000,0,0,1,8.20,8,632
3624,6,0.300,24500,0,1,1,9.00,10,715
3625,6,0.220,15500,0,1,1,9.80,14,748
3626,5,0.330,8000,0,0,1,6.10,9,669
3627,6,0.280,22000,0,0,1,5.60,13,699
3628,8,0.150,24500,0,0,0,6.90,7,706
3629,7,0.480,7000,0,0,0,5.00,4,570
3630,7,0.240,21000,0,0,0,5.30,10,688
3631,8,0.310,16000,0,0,0,5.30,7,574
3632,7,0.240,18000,0,0,1,5.80,14,767
3633,5,0.420,20000,0,1,1,7.70,9,578
3634,6,0.310,22000,0,0,1,6.80,5,608
3635,7,0.340,19500,0,1,1,7.20,14,731
3636,7,0.170,16000,0,1,1,11.80,5,739
3637,7,0.210,18500,0,1,1,8.50,14,706
3638,7,0.200,23000,0,0,1,6.00,7,681
3639,8,0.220,15000,0,0,0,5.50,8,725
3640,6,0.210,14000,0,0,1,6.30,7,680
3641,7,0.170,21000,0,1,1,11.30,4,681
3642,7,0.080,25500,0,0,1,6.60,7,656
3643,8,0.270,19500,0,1,1,7.50,5,730
3644,6,0.220,16000,0,0,1,5.40,9,628
3645,6,0.210,13500,0,0,1,9.80,14,735
3646,8,0.560,37000,0,3,0,10.60,4,627
3647,6,0.340,15000,0,2,1,7.10,3,647
3648,6,0.220,21000,0,0,0,4.40,12,690
3649,5,0.620,14000,0,1,1,6.00,13,720
3650,6,0.310,19000,1,2,1,9.60,4,626
3651,9,0.180,24500,0,0,0,7.40,6,691
3652,6,0.410,5000,0,0,1,6.00,7,646
3653,6,0.300,14000,0,0,0,4.70,9,711
3654,8,0.460,17500,1,3,0,6.60,10,576
3655,6,0.220,29000,1,1,0,6.30,4,569
3656,7,0.160,20500,0,0,0,11.50,14,727
3657,7,0.190,15500,0,1,1,6.10,12,742
3658,6,0.170,18500,0,0,1,9.40,9,776
3659,5,0.270,13500,0,0,0,4.40,12,760
3660,9,0.240,17500,1,8,0,5.00,10,399
3661,6,0.160,27000,0,0,1,5.70,3,733
3662,7,0.220,38000,0,0,1,6.60,13,704
3663,6,0.180,24500,0,0,1,5.80,11,726
3664,7,0.270,12000,0,0,0,8.00,7,731
3665,5,0.330,17000,0,0,1,7.90,13,684
3666,6,0.340,20000,0,1,1,7.60,5,708
3667,6,0.240,29500,0,3,1,7.60,4,559
3668,5,0.540,7000,0,1,1,5.20,14,591
3669,8,0.210,14000,0,0,0,5.20,11,697
3670,6,0.320,14000,0,2,0,8.70,6,543
3671,7,0.160,25500,0,1,1,7.60,10,656
3672,8,0.220,14000,0,1,1,6.40,6,688
3673,8,0.400,36000,0,2,0,9.10,6,573
3674,7,0.210,15000,0,2,1,8.20,5,617
3675,6,0.300,25000,0,0,0,7.70,3,734
3676,8,0.200,15000,0,0,0,5.20,8,620
3677,10,0.910,23000,1,3,0,6.00,7,500
3678,6,0.360,11000,0,2,1,7.80,5,564
3679,6,0.230,10000,0,2,1,7.50,5,569
3680,7,0.270,15500,1,2,1,8.90,7,571
3681,7,0.300,24500,0,1,0,7.80,5,757
3682,6,0.440,10000,1,2,1,10.60,4,610
3683,6,0.210,15500,0,0,0,9.70,9,750
3684,6,0.280,16000,0,2,1,5.50,5,635
3685,5,0.310,10000,0,0,1,6.00,16,739
3686,6,0.370,12500,0,0,1,5.10,12,694
3687,6,0.250,13000,1,1,1,10.50,5,661
3688,7,0.330,14000,0,1,1,5.40,3,671
3689,7,0.290,16500,0,1,0,4.40,9,614
3690,6,0.340,16500,0,0,1,4.20,17,694
3691,4,0.335,8000,0,2,1,6.40,8,609
3692,7,0.270,25500,0,0,1,6.50,14,692
3693,5,0.580,4500,0,0,1,8.10,6,615
3694,4,0.210,11500,0,0,1,7.60,13,698
3695,7,0.380,15500,0,0,0,7.00,16,702
3696,7,0.260,16500,0,1,0,6.30,4,745
3697,6,0.100,21500,0,0,1,8.20,11,697
3698,7,0.300,19500,1,2,0,7.40,6,579
3699,6,0.340,12500,1,1,1,8.10,3,651
3700,8,0.330,17000,0,2,0,11.60,13,690
3701,6,0.160,15500,1,3,1,6.70,3,571
3702,6,0.360,11000,0,0,1,6.60,10,710
3703,5,0.320,20000,0,0,1,6.40,12,682
3704,6,0.430,16000,0,0,0,5.00,13,672
3705,5,0.260,25000,0,0,1,7.50,8,697
3706,6,0.300,45500,0,1,1,7.10,12,725
3707,6,0.230,14500,0,0,1,9.10,9,819
3708,5,0.160,14500,0,2,1,5.30,7,670
3709,6,0.300,24500,0,1,0,6.70,6,709
3710,6,0.180,18000,0,0,1,14.50,5,704
3711,6,0.170,15500,0,0,1,8.60,10,685
3712,8,0.280,19500,0,0,1,7.40,12,689
3713,5,0.415,8500,0,0,1,6.00,7,750
3714,6,0.240,15000,0,1,0,8.90,10,795
3715,7,0.340,14000,0,1,0,5.40,12,523
3716,7,0.360,18500,0,0,0,7.10,15,723
3717,6,0.330,15000,0,0,1,6.00,16,712
3718,6,0.220,27500,0,0,0,5.20,5,576
3719,8,0.320,25500,0,0,1,5.20,5,581
3720,6,0.340,5000,0,0,1,6.50,5,627
3721,6,0.120,15000,0,0,0,8.10,12,745
3722,6,0.340,14500,0,0,1,10.60,13,717
3723,7,0.220,15000,0,0,1,4.00,13,710
3724,6,0.280,21500,0,0,1,6.20,17,627
3725,5,0.270,16000,0,1,1,6.60,7,745
3726,6,0.230,19500,1,1,0,7.90,4,659
3727,6,0.190,16000,0,0,0,8.50,8,688
3728,7,0.350,12500,0,0,0,9.90,7,687
3729,7,0.410,18000,0,0,1,6.20,8,558
3730,6,0.280,12000,0,0,0,6.70,3,730
3731,6,0.160,15000,0,0,1,6.60,10,710
3732,7,0.400,19500,0,1,1,9.20,5,720
3733,7,0.210,13500,0,0,1,4.40,6,695
3734,8,0.200,24500,0,0,1,5.50,11,711
3735,6,0.340,11000,0,0,1,8.30,4,619
3736,5,0.180,19500,0,0,1,7.00,13,678
3737,6,0.350,14000,1,1,1,7.70,6,695
3738,6,0.320,6500,0,0,1,5.60,4,620
3739,7,0.310,13000,0,2,1,5.30,4,627
3740,6,0.130,14000,0,2,1,6.80,8,689
3741,7,0.290,13000,0,2,1,7.10,9,648
3742,5,0.200,20000,0,0,1,6.00,7,698
3743,6,0.270,17500,0,1,1,6.50,5,728
3744,6,0.360,13500,0,0,0,10.80,14,719
3745,8,0.250,25500,0,2,0,7.60,4,657
3746,6,0.320,14500,0,0,1,10.50,14,685
3747,7,0.390,30500,0,1,0,6.10,3,743
3748,6,0.550,21500,0,1,1,7.90,4,733
3749,6,0.270,24500,0,0,1,6.60,13,743
3750,7,0.280,24000,1,3,1,6.10,9,437
3751,5,0.260,17000,0,0,1,6.60,4,721
3752,7,0.390,14000,0,0,1,8.60,13,720
3753,7,0.150,17500,0,0,1,6.70,6,623
3754,6,0.230,21500,1,6,1,6.00,10,364
3755,7,0.280,14500,0,2,1,9.50,8,654
3756,6,0.260,17500,0,0,1,7.10,15,694
3757,6,0.340,16500,1,2,1,7.80,2,613
3758,8,0.280,22000,0,0,0,5.20,11,627
3759,7,0.240,15000,0,0,1,7.20,8,678
3760,9,0.430,17000,1,4,0,6.10,6,489
3761,5,0.415,7500,0,0,1,7.50,8,584
3762,7,0.280,14000,0,1,1,6.60,13,769
3763,7,0.155,25500,0,0,1,11.50,8,652
3764,6,0.400,12000,0,0,1,6.90,10,735
3765,8,0.180,15000,0,0,0,7.00,10,715
3766,6,0.240,25500,1,3,0,8.10,3,602
3767,6,0.280,14000,0,1,0,8.70,3,706
3768,7,0.300,20000,0,0,1,5.70,9,773
3769,7,0.430,13000,0,2,1,6.70,6,612
3770,7,0.210,41000,0,2,0,7.00,4,634
3771,6,0.350,11000,0,0,1,6.30,7,597
3772,6,0.160,18500,0,0,1,7.10,6,731
3773,7,0.250,20500,0,0,1,6.00,7,678
3774,7,0.365,7000,0,0,1,6.70,3,641
3775,5,0.220,13500,1,1,1,9.30,10,689
3776,9,0.320,21000,0,2,0,7.80,5,638
3777,6,0.370,25500,0,0,0,15.50,8,656
3778,7,0.320,13500,0,0,0,6.30,13,658
3779,6,0.400,22500,1,2,0,7.20,5,574
3780,6,0.410,11000,0,0,1,9.60,4,638
3781,8,0.180,16500,0,3,0,7.50,5,658
3782,5,0.150,14000,0,1,1,4.60,10,730
3783,6,0.310,20500,0,2,1,6.00,7,555
3784,6,0.260,24500,0,0,0,9.40,6,662
3785,6,0.460,15500,0,0,1,9.50,11,776
3786,9,0.280,16000,0,0,0,7.90,4,640
3787,5,0.210,15500,0,0,1,6.40,6,597
3788,6,0.170,14500,0,0,1,7.70,6,662
3789,6,0.330,20000,0,2,1,7.80,5,605
3790,6,0.290,23000,1,2,0,6.70,3,636
3791,6,0.240,20000,0,0,1,5.90,13,668
3792,5,0.420,16000,0,0,1,7.70,15,698
3793,6,0.230,15000,0,0,0,8.00,4,746
3794,6,0.330,15500,0,0,1,9.50,5,537
3795,6,0.190,25500,0,2,1,4.50,11,678
3796,7,0.280,12000,0,0,1,7.10,9,789
3797,6,0.240,13500,0,1,1,8.50,5,729
3798,6,0.280,21500,0,1,0,6.20,5,713
3799,7,0.240,15500,0,0,1,10.30,7,658
3800,6,0.230,19500,0,0,1,7.40,12,746
3801,6,0.300,15000,2,2,1,7.20,5,650
3802,5,0.255,33500,0,0,1,6.20,5,581
3803,6,0.280,18000,0,0,0,5.50,14,696
3804,6,0.240,13000,1,1,0,10.20,5,559
3805,7,0.200,17000,0,0,1,6.80,8,696
3806,5,0.270,20000,0,0,1,6.90,7,705
3807,7,0.240,15000,0,1,1,7.40,12,716
3808,6,0.300,22500,0,0,0,7.30,10,737
3809,7,0.240,13500,0,1,1,7.40,9,745
3810,6,0.230,20000,0,1,0,4.20,11,734
3811,6,0.270,17000,0,1,1,9.00,10,678
3812,4,0.335,8000,0,2,1,6.40,8,613
3813,6,0.260,12000,0,0,1,9.20,8,675
3814,8,0.330,22500,0,0,1,7.90,4,535
3815,7,0.160,15000,0,1,0,5.50,5,705
3816,6,0.240,18000,0,2,1,6.35,11,691
3817,5,0.240,11500,0,0,1,9.10,12,652
3818,7,0.330,10000,1,2,0,7.50,5,590
3819,5,0.265,14000,0,1,1,6.40,9,730
3820,6,0.350,15000,0,0,1,6.00,10,772
3821,7,0.360,14000,0,0,1,6.50,17,761
3822,7,0.180,15000,0,0,1,6.60,4,670
3823,6,0.240,19000,0,0,1,5.50,14,687
3824,7,0.310,18500,0,2,1,7.10,6,585
3825,8,0.220,15000,0,0,0,5.80,11,611
3826,6,0.190,36500,0,0,0,6.40,6,670
3827,6,0.300,16000,0,2,1,6.10,15,685
3828,5,0.290,14500,0,0,1,5.30,10,670
3829,6,0.145,24500,0,2,1,6.40,9,691
3830,5,0.310,24500,0,0,1,11.00,7,568
3831,5,0.270,11000,0,0,1,7.40,6,607
3832,7,0.350,16500,1,2,1,7.20,5,589
3833,6,0.220,9500,0,1,0,7.50,5,744
3834,8,0.280,20000,0,0,1,6.30,7,693
3835,6,0.260,13000,0,0,1,7.40,12,704
3836,8,0.230,19500,0,0,0,5.00,7,592
3837,6,0.200,17500,0,0,1,6.50,17,695
3838,6,0.270,15000,0,0,1,9.50,11,744
3839,7,0.230,24500,0,1,0,8.80,5,749
3840,6,0.250,11000,0,1,1,7.50,8,709
3841,7,0.210,16000,0,0,1,8.00,7,689
3842,6,0.080,16500,0,0,1,10.00,13,736
3843,7,0.180,33500,0,1,1,9.20,5,682
3844,7,0.300,38000,0,1,1,7.40,15,703
3845,5,0.180,13000,0,1,1,5.20,5,541
3846,7,0.340,17500,0,1,0,6.30,13,725
3847,6,0.190,16500,0,0,0,8.00,10,748
3848,7,0.170,17000,0,1,1,11.80,5,664
3849,8,0.160,18500,0,0,0,5.00,7,629
3850,5,0.760,6000,0,0,1,5.60,4,591
3851,7,0.120,14500,0,0,1,5.40,6,764
3852,6,0.200,19000,0,1,1,9.30,7,505
3853,7,0.360,15000,0,0,0,4.10,12,811
3854,6,0.300,24000,0,0,0,7.70,3,746
3855,6,0.480,16000,0,0,1,7.10,15,738
3856,7,0.160,15000,0,1,0,6.10,3,778
3857,7,0.240,24500,0,0,1,6.00,10,693
3858,6,0.340,12000,1,4,1,6.00,4,498
3859,6,0.350,14000,0,0,0,6.60,19,754
3860,7,0.220,19500,1,3,0,7.90,7,550
3861,7,0.280,21000,0,2,0,6.30,4,646
3862,7,0.350,17000,0,0,1,5.50,11,714
3863,6,0.390,13000,0,1,0,13.80,11,511
3864,7,0.260,27000,0,2,0,6.00,4,580
3865,7,0.250,21000,0,1,1,11.30,4,737
3866,7,0.340,23000,0,0,0,5.50,14,656
3867,5,0.180,15500,0,0,1,8.30,7,747
3868,5,0.300,23500,0,0,1,6.50,11,692
3869,6,0.470,11500,0,0,1,6.60,4,571
3870,7,0.250,18000,0,2,1,11.70,3,627
3871,5,0.500,9000,0,0,1,11.20,17,743
3872,6,0.300,20000,0,2,0,5.00,4,618
3873,7,0.340,22000,0,2,0,7.90,10,658
3874,9,0.280,24000,0,0,1,8.50,5,547
3875,5,0.300,16000,0,0,1,6.80,17,680
3876,7,0.270,14000,0,0,1,5.70,9,704
3877,5,0.400,18500,0,0,1,10.20,14,687
3878,6,0.440,20500,0,4,0,9.50,8,463
3879,8,0.230,17000,0,0,0,8.00,10,700
3880,6,0.690,3500,0,0,1,5.30,7,744
3881,6,0.290,11000,0,2,1,6.50,5,559
3882,5,0.180,19000,0,0,1,10.70,9,696
3883,6,0.260,15500,0,0,1,6.90,13,684
3884,5,0.190,23000,0,0,1,7.20,8,705
3885,8,0.310,37500,0,2,0,13.10,3,615
3886,5,0.440,18000,0,0,1,7.40,9,676
3887,6,0.300,14000,0,1,1,7.50,5,540
3888,7,0.210,16000,0,0,0,5.20,8,572
3889,6,0.130,21000,0,0,1,10.60,10,698
3890,7,0.300,22000,1,3,1,7.40,6,539
3891,8,0.230,24000,0,0,0,7.30,4,657
3892,7,0.200,18500,0,0,1,7.70,9,731
3893,7,0.140,17500,0,0,1,9.50,11,680
3894,7,0.250,19500,0,2,0,6.30,4,622
3895,5,0.320,25000,0,1,1,9.00,7,706
3896,6,0.280,12500,1,2,1,7.60,7,577
3897,5,0.150,15000,0,1,1,4.60,10,652
3898,7,0.360,11000,0,0,0,9.40,6,566
3899,6,0.290,19500,0,0,1,12.70,15,759
3900,6,0.190,6000,0,0,1,6.00,7,613
3901,9,0.170,27500,0,0,0,9.90,7,746
3902,7,0.220,19500,0,1,0,5.00,4,652
3903,7,0.170,22000,0,0,1,6.00,7,719
3904,6,0.210,26000,0,0,1,7.70,6,734
3905,6,0.250,19000,0,2,0,6.60,4,586
3906,7,0.170,20000,0,1,1,7.80,5,656
3907,6,0.200,12000,0,2,1,8.00,10,693
3908,6,0.290,13500,0,0,1,6.10,15,747
3909,6,0.300,22000,0,0,1,5.80,11,672
3910,7,0.170,11000,0,1,1,5.20,8,838
3911,6,0.240,16000,0,1,1,6.20,11,575
3912,5,0.240,15000,0,0,0,4.70,18,706
3913,7,0.160,38000,0,2,0,6.90,4,641
3914,6,0.150,20000,0,0,0,7.20,11,675
3915,6,0.220,14000,1,3,0,5.60,10,436
3916,6,0.280,12000,0,0,0,6.70,3,687
3917,6,0.150,18000,0,1,1,10.00,10,779
3918,6,0.300,13500,0,0,1,9.80,14,800
