Email,LeftParen,LeftSquareParen,Exclamation,Dollar,PercentSign,AvgAllCap,LongAllCap,TotalAllCap,Spam
1181,0.17,0,0.37,0.06,0,2.88,84,475,Yes
1182,0,0,0.33,0,0,50.17,295,301,Yes
1183,0.12,0,1.63,0.16,0,3.98,47,485,Yes
1184,0.41,0,0.62,0.1,0,6.17,33,259,Yes
1185,0.07,0,0.8,0.22,0,4.87,66,224,Yes
1187,0.15,0,0.29,0.15,0,72,281,288,Yes
1188,0.08,0,0.63,0.31,0,4.75,47,190,Yes
1190,0,0,1.47,0,0,4.07,29,114,Yes
1192,0.19,0,0.13,0.17,0.02,5.76,175,795,Yes
1194,0.08,0,0.5,0.25,0,5.19,80,249,Yes
1195,0.19,0,0.44,0,0,1.37,4,70,Yes
1196,0.04,0,0.04,0.18,0,2.28,66,255,Yes
1197,0,0,0,0,2.52,6.69,60,234,Yes
1198,0,0,2.41,0,0,3.38,37,132,Yes
1199,0.06,0,0,0,0,7.18,182,359,Yes
1201,0.06,0,0.31,0.73,0.15,5.33,144,3016,Yes
1202,0.3,0,0.91,0,0,2.86,11,40,Yes
1203,0.11,0,0.49,0.16,0.02,8.55,669,1351,Yes
1204,0.15,0,0.29,0.15,0,71.5,281,286,Yes
1205,0.26,0,1.22,0.35,0,5.11,140,194,Yes
1206,0,0,0,0,0,2,11,20,Yes
1209,0.07,0,0.34,0.78,0.15,6.09,193,3029,Yes
1210,0.18,0,0.71,0,0,8.41,55,143,Yes
1211,0,0,0.33,1.36,0.05,5.77,72,450,Yes
1212,0,0,0,0.35,0,7,105,441,Yes
1215,0.08,0,0.5,0.25,0,5.49,80,247,Yes
1216,0.08,0,0.42,0.25,0,5.17,80,238,Yes
1217,0.08,0,0.68,0.25,0,5.2,80,234,Yes
1218,0,0,0.11,0,0,2.69,25,78,Yes
1219,0.07,0,0.32,0.75,0.15,5.35,144,3033,Yes
1220,0,0,0.92,0,0,1.97,10,59,Yes
1221,0.47,0,0.09,0,0,2.76,66,135,Yes
1222,0.47,0,0.09,0,0,2.76,66,135,Yes
1226,0,0,0,0,0,13.17,28,79,Yes
1227,0.07,0,0.33,0.79,0.16,6.07,193,3043,Yes
1228,0.19,0,0.46,0,0,1.39,4,78,Yes
1229,0.28,0,0.06,0.5,0,3.51,91,186,Yes
1232,0,0,0.44,0,0,4.65,31,107,Yes
1233,0.11,0,0,0,0,2.04,18,414,Yes
1234,0.28,0,0.11,0.34,0,2.96,19,222,Yes
1235,0.14,0,0,0,0,1.51,7,62,Yes
1236,0.04,0,0.69,0,0,1.34,11,195,Yes
1237,0,0.2,0.41,0.23,0.03,4.32,49,877,Yes
1239,0.18,0,0.43,0.06,0,4.42,192,305,Yes
1240,0.09,0,0,0,0.03,2.47,27,425,Yes
1241,0.03,0,0.06,0.05,0,1.6,20,329,Yes
1242,0.08,0,0.6,0.3,0,4.02,82,197,Yes
1243,0.08,0,0.6,0.3,0,4.02,82,197,Yes
1244,0.23,0,0.12,0.12,0,4.06,54,207,Yes
1245,0,0,0,0.61,0,1.25,12,174,Yes
1246,0,0,0.3,0,0,3.98,32,171,Yes
1247,0.04,0,0.08,0,0,1.8,29,171,Yes
1248,0,0,0,0,0.13,4.18,44,142,Yes
1249,0.26,0,1.19,0.34,0,4.59,140,202,Yes
1250,0.36,0,0.73,0.12,0,7.78,32,249,Yes
1252,0.36,0,0.73,0.12,0,7.78,32,249,Yes
1253,0.64,0,0.64,0.8,0,7.65,181,505,Yes
1254,0.2,0,0.13,0.19,0.03,4.23,131,1107,Yes
1255,0,0,1.42,0,0,3.03,12,103,Yes
1256,0,0,0.52,0.1,0,2.04,12,51,Yes
1257,0,0,0.23,0,0,4.94,60,84,Yes
1258,0.1,0.05,0.49,0,0,2.18,25,166,Yes
1259,0,0,0.23,0,0,1.14,4,25,Yes
1260,0.26,0,0.65,0.06,0.06,3.55,25,135,Yes
1261,0,0,0.44,0.37,0,2.41,16,140,Yes
1262,0.35,0,0.7,0.12,0,8.78,34,281,Yes
1263,0,0,0.44,0.37,0,2.41,16,140,Yes
1264,0,0,0.44,0.37,0,2.41,16,140,Yes
1265,0,0,0.44,0.37,0,2.45,16,142,Yes
1266,0.18,0,0.44,0.09,0,1.69,16,83,Yes
1267,0.11,0,0.49,0.16,0.02,8.55,669,1351,Yes
1268,0.28,0,1.42,0,0,24.33,59,146,Yes
1270,0.38,0,0.25,0.72,0,2.74,35,617,Yes
1272,0,0.09,1.28,0.73,0.09,3.06,19,98,Yes
1274,0.37,0,0.34,0.72,0,2.97,35,336,Yes
1275,0,0,0.42,0,0,1.91,9,42,Yes
1277,0.11,0,0.16,0.11,0,2.37,60,142,Yes
1278,0.19,0,0.37,0.06,0,2.88,84,475,Yes
1280,0.03,0,0.57,0.21,0.03,12.06,691,1689,Yes
1281,0,0,0.55,0.2,0.03,14.3,685,1516,Yes
1282,0.09,0,0,0,0,2.14,38,212,Yes
1283,0.32,0,0,0,0.48,3.93,17,106,Yes
1284,0.05,0,0.02,0.16,0,1.8,12,458,Yes
1285,0.05,0,0.26,0.11,0,3.42,110,188,Yes
1286,0,0,0.55,0.2,0.03,14.28,685,1514,Yes
1287,0.07,0,0.17,0.55,0,4.97,97,993,Yes
1288,0.07,0,0,0,0,2.92,55,114,Yes
1289,0.04,0,5.94,1.33,0,5.84,54,724,Yes
1290,0,0,0.64,0.26,0,3.5,30,112,Yes
1291,0.1,0,0.39,0,0,3.97,67,115,Yes
1294,0.32,0,1.49,0,19.83,5.3,66,106,Yes
1295,0.23,0,0,0.23,0,5.98,70,263,Yes
1297,0.07,0,0.21,0,0.07,4.49,24,229,Yes
1299,0,0,0,0,0,5.25,20,42,Yes
1300,0,0,0.48,0.48,0,1.68,10,32,Yes
1301,0.14,0,0.27,0,0,3.12,19,81,Yes
1303,0.04,0,0.16,0.23,0.02,3.63,54,504,Yes
1305,0,0.26,0.99,0.39,0.03,3.18,56,1042,Yes
1306,4.27,0,0.65,0,0,1.87,21,215,Yes
1307,0.17,0,0.33,0.17,0.01,6.9,669,1200,Yes
1308,0.2,0,0.85,0.2,0,7.21,47,281,Yes
1309,0,0,0.23,0,0,2.5,23,135,Yes
1310,0.11,0,0.33,0.11,0.11,3.9,30,152,Yes
1311,0,0,0.56,0,0,2.82,19,62,Yes
1313,0.2,0,0.27,0,0,4.18,45,464,Yes
1314,0.09,0,0.27,0.15,0.16,6.76,195,3313,Yes
1316,0.28,0,2,0.09,0,3.71,63,341,Yes
1317,0.18,0,0,0.35,0,4.05,29,85,Yes
1318,0.07,0,0.01,0.07,0,2.11,46,3220,Yes
1319,0.06,0,0.27,0.19,0.1,4.9,264,667,Yes
1320,0,0,0.09,0.13,0,2.48,20,164,Yes
1322,0,0,0.2,0,0,1.96,10,45,Yes
1324,0.2,0,0.2,0.2,0,3.86,25,81,Yes
1325,0,0,0,0.09,0,4.11,20,222,Yes
1326,0.17,0,0.22,0,4.01,6.98,56,328,Yes
1327,0,0,0,0,0,4.5,26,45,Yes
1328,0.2,0,0.59,0,0,5.68,128,557,Yes
1329,0.28,0,1.28,0.09,0,3.73,63,339,Yes
1330,0.05,0,0.1,0.05,0,6.13,64,343,Yes
1331,0,0,0,0,0,4.33,13,78,Yes
1332,0,0,0.54,0,0,2.78,12,25,Yes
1333,0,0,0,0,0,4.33,13,78,Yes
1334,0,0,0.54,0,0,2.78,12,25,Yes
1335,0,0,0,0,0,4.33,13,78,Yes
1336,0,0,0.54,0,0,2.78,12,25,Yes
1339,0,0,1.09,0.24,0,3.49,60,157,Yes
1341,0.07,0,0,0.1,0.63,16.42,158,903,Yes
1342,0,0,0.68,0,0.23,3,12,69,Yes
1343,0,0,0.14,0,0.19,6.69,49,328,Yes
1344,0.4,0,3.43,0,0,2.68,12,75,Yes
1345,0.05,0.03,0.26,0.03,0.03,3.69,69,535,Yes
1346,0.04,0,0.1,0.23,0.02,3.71,54,478,Yes
1347,0.04,0,0.1,0.23,0.02,3.71,54,478,Yes
1348,0.18,0,0.18,0.35,0,3.86,25,81,Yes
1350,0.06,0.03,0.03,0.01,0,4.19,48,566,Yes
1351,0.2,0,0.26,0,0,5.67,56,272,Yes
1352,0.09,0,0,0.09,0,6.72,33,215,Yes
1353,0.19,0,0.1,0.48,0,5.04,60,131,Yes
1355,0.24,0,0.24,0.24,0,3.41,25,140,Yes
1356,0.1,0,0.23,0.07,0.93,20.43,213,1655,Yes
1357,0.1,0,0.34,0.16,0,6.76,494,1426,Yes
1358,0.08,0,0.38,0.5,0.13,7.19,543,2424,Yes
1359,0.16,0,1.18,0.11,0,3.61,63,318,Yes
1361,0.07,0,0.4,0.12,0.01,7.48,669,1407,Yes
1362,0.04,0,5.84,1.31,0,5.79,54,753,Yes
1363,0,0,0,0,0,1.42,6,17,Yes
1364,0.1,0,0.35,0.16,0,6.92,494,1439,Yes
1365,0.41,0,0.93,0,0,3.56,25,121,Yes
1366,0,0,0.24,0,0,4.33,11,104,Yes
1367,0.05,0.02,0.5,0.16,0.33,7.24,292,2049,Yes
1368,0.05,0.02,0.52,0.16,0.33,7.28,292,2045,Yes
1369,0,0,0.18,0.18,0,2.05,6,41,Yes
1370,0.41,0,1.02,1.02,0,3.49,25,122,Yes
1373,0,0,0.09,0.09,0.52,4.17,18,125,Yes
1375,0.23,0,0.93,0.23,2.29,5.83,47,595,Yes
1376,0,0,0.73,0.08,0.08,6.61,129,205,Yes
1377,0.09,0,0.26,0.09,0,1.12,4,38,Yes
1379,0,0,0.06,0.06,0,7.12,70,235,Yes
1380,0.22,0,0.18,0.22,0.18,8.78,54,553,Yes
1382,0.07,0,0.56,0.17,0.03,3.11,34,292,Yes
1383,0,0,0.16,0,0,1.08,4,42,Yes
1384,0.3,0.06,0.18,0,0,2.45,11,115,Yes
1385,0.14,0,0.56,0,0,2.17,23,65,Yes
1386,0.1,0.02,0.35,0.52,0.11,5.63,134,2501,Yes
1387,0.16,0,0.05,0,0.05,2.04,12,167,Yes
1388,1.03,0,0,1.61,0.01,7.55,278,3752,Yes
1390,0,0,7.33,0,0,1.67,5,15,Yes
1391,0.07,0,0.08,0.05,0,3.08,60,326,Yes
1392,0.04,0,0.1,0.22,0,3.66,54,479,Yes
1393,0.2,0,0.94,0.07,0,2.33,28,226,Yes
1394,0.28,0,0.21,0,0,2.37,14,135,Yes
1396,0.02,0,0.04,0.04,0,2.35,69,254,Yes
1397,0,0,0.11,0,0.05,2.83,34,113,Yes
1398,0.33,0,2.3,0.22,0,5.17,28,155,Yes
1399,0.08,0,0.44,0.4,0,2.41,19,241,Yes
1400,0,0,0,0,0,1.38,7,40,Yes
1401,0,0,2.7,0,0,2.32,12,44,Yes
1402,0.08,0.08,0.38,0,1.05,13.82,104,1078,Yes
1403,0,0,0,3.26,0,2.44,10,44,Yes
1404,0.04,0,0.08,0.04,0.04,1.89,18,225,Yes
1406,0.06,0,0.06,0,0.12,2.3,21,99,Yes
1408,0.08,0,0.51,0.43,0,2.44,19,249,Yes
1409,0,0,0.99,0,0,1.67,12,60,Yes
1410,0.19,0,0,0.19,0,3.55,21,78,Yes
1411,0.06,0,0.39,0.87,0.14,5.78,193,3210,Yes
1412,0.26,0,0.77,0,0,2.13,12,34,Yes
1413,0,0,1.65,0,0,1,1,13,Yes
1414,0.17,0,0.17,0.34,0,3.81,24,80,Yes
1417,0.22,0.06,0.05,0.03,0,4.26,85,3318,Yes
1418,0.11,0,0.49,0.16,0.02,8.55,669,1351,Yes
1420,0,0,0.94,0,0,4.59,24,133,Yes
1422,0.08,0,0.46,0.5,0,2.46,19,248,Yes
1423,0,0,0,0.35,0,3.9,12,82,Yes
1424,0.07,0,0.4,0.12,0.01,7.48,669,1407,Yes
1425,0,0,0.27,0,0,5.75,25,69,Yes
1426,0.09,0,0.17,0.09,0,2.17,12,102,Yes
1427,0.05,0,0.68,1.05,0.16,5.65,154,3084,Yes
1428,0.21,0,1.17,0.11,0,3.58,63,319,Yes
1429,0.04,0,5.84,1.31,0,5.79,54,753,Yes
1431,0,0,0.82,0,0,3.03,67,118,Yes
1432,0,0,0.46,0.15,0,1.61,10,50,Yes
1433,0,0,0,0.2,0,3.68,35,81,Yes
1434,0.17,0,0.51,0.34,0,3.76,23,79,Yes
1435,0,0,0,0.27,0,3.19,34,166,Yes
1437,0.4,0,0.16,0.16,0.04,9.63,110,578,Yes
1438,0.09,0.05,0.44,0.24,0.07,3.7,45,1070,Yes
1440,0.13,0,0.13,0.19,0,1.86,20,119,Yes
1441,0,0,0.11,0.32,0,3.32,30,73,Yes
1442,0.12,0,0.06,0.06,0,193.5,1013,1161,Yes
1443,0,0,0.83,0,0,3.05,68,116,Yes
1444,0.06,0,0,0.21,0,1.71,10,380,Yes
1445,0.04,0,0.1,0.21,0,3.55,54,479,Yes
1446,0.16,0,0.53,0.41,0.12,9.78,84,851,Yes
1447,0,0,1.05,0,0.35,3.33,10,30,Yes
1448,0.09,0,0.32,0.49,0.13,6.11,116,2218,Yes
1449,0.02,0,0.28,0.21,0.02,4.92,103,1029,Yes
1450,0.09,0.19,0.56,0.28,0,2.3,12,108,Yes
1452,0.1,0,0.9,0,0,3.07,36,138,Yes
1453,0.03,0,1.05,0.23,0.05,6.69,217,896,Yes
1454,0.05,0,0.05,0,0,2.08,34,150,Yes
1455,0.06,0,0.59,0,0,3.28,31,771,Yes
1456,0.2,0,0.2,0,0,4,16,40,Yes
1457,0.46,0,0.29,0,0.12,2.61,66,149,Yes
1458,0,0,1.17,0,0,3,12,36,Yes
1459,0,0,0.65,0,0,8,38,80,Yes
1460,0.12,0,0.35,0,0,1.17,13,189,Yes
1461,0,0,1.44,0,0,3.78,32,87,Yes
1462,0.09,0,0.36,0,0,2.44,19,78,Yes
1463,0,0,0.42,0,0,9.79,42,137,Yes
1465,0.05,0.07,0.41,0.16,0,3.53,181,1643,Yes
1466,0,0,0.41,0,0,3.45,32,76,Yes
1467,0,0,0.55,0.22,0.17,5.33,140,341,Yes
1468,0.15,0,0.37,0.06,0,9.04,148,1148,Yes
1469,0.03,0,0,0.3,0,1.73,11,190,Yes
1471,0.06,0,0.61,0.12,0,2.67,22,160,Yes
1472,0,0,0,0.29,0.03,2.26,13,158,Yes
1473,0,0,3.91,0,0,13.93,70,195,Yes
1474,0.14,0,0.35,0.06,0,9.6,148,1133,Yes
1475,0.04,0,0.15,0.13,0.01,3.63,127,617,Yes
1476,0.09,0,0.42,0.15,0.02,8.32,669,1365,Yes
1477,0.18,0,0.83,0,0,4.45,34,89,Yes
1478,0,0.15,0.15,0.29,0,2.95,11,59,Yes
1479,0,0,0.33,0,0,1.33,4,16,Yes
1480,0.23,0,0.36,0.26,0.11,3.55,54,981,Yes
1481,0.11,0,0.31,0.07,0.03,4.22,82,1214,Yes
1482,0.03,0,0.23,0.03,0,3.52,97,359,Yes
1483,0.11,0,1.05,0.04,0,4.02,97,543,Yes
1484,0,0,1.09,0,0,1.43,5,40,Yes
1485,0.07,0,0.03,0,0,5.01,55,506,Yes
1486,0.23,0,0.45,0.5,0,2.93,64,578,Yes
1487,0.06,0,0,0.23,0,1.73,10,333,Yes
1488,0,0,0,0.21,0,4.23,25,55,Yes
1489,0.01,0,0,0,0,2.38,21,15841,Yes
1490,0.18,0,0.05,0.02,0,2.13,40,303,Yes
1491,0,0,0,1.22,0,3.88,11,31,Yes
1493,0.24,0,1.77,0.48,0.08,7.06,159,473,Yes
1494,0.37,0,0.37,0.18,0,3.34,28,107,Yes
1495,0.12,0,0.12,0,0.06,89.9,735,899,Yes
1496,0.15,0.05,0.49,0.39,0.1,3.32,61,319,Yes
1497,0,0,0.77,0.26,0,8.08,81,97,Yes
1498,0.14,0,0.05,0,0,2.93,60,135,Yes
1499,0.08,0,1.31,0.23,0,6.03,91,217,Yes
1502,0,0,1.18,0.79,0,3.88,31,93,Yes
1503,0,0,0.8,0.27,0,2,16,36,Yes
1504,0.03,0,0.02,0.06,0.01,3.39,56,539,Yes
1505,0,0,0,0,0,1.68,21,69,Yes
1506,0.08,0,1.29,0.15,0,6.53,276,666,Yes
1508,0.15,0.03,0.12,0.06,0.24,3.52,39,419,Yes
1513,0,0,0.71,0,1.56,7.82,39,305,Yes
1514,0,0,0,0,0,3.85,19,77,Yes
1515,0,0,1.78,0.22,0,9.73,63,107,Yes
1516,0.13,0,0.22,0.22,0,3.69,40,218,Yes
1517,0.22,0.1,0.03,0,0,5.5,114,616,Yes
1518,0.21,0,0.43,0.21,0,4.6,23,69,Yes
1519,0.14,0,0.46,0.14,0.03,6.3,247,781,Yes
1520,0.53,0.33,0.2,0,0,5.02,18,261,Yes
1522,0,0,0,0,0,1.55,4,17,Yes
1525,0,0,0.17,0.17,0,6.27,41,94,Yes
1527,0,0,1.41,0,0,4.05,22,85,Yes
1528,0,0,2.41,0,0.27,20,137,180,Yes
1529,0.03,0.08,0.25,0.05,0.05,6.27,350,721,Yes
1530,0.17,0,0.5,0,0.08,16.83,148,387,Yes
1531,0.27,0,0,0.14,0,4.54,31,109,Yes
1532,0,0,0.4,0,0,2.63,19,126,Yes
1533,0.38,0,0,6,0,3.75,14,45,Yes
1534,0.21,0,0.42,0.21,0,3.81,16,61,Yes
1535,0.11,0,0.7,0.07,0,5.1,63,801,Yes
1536,0,0,0,0,0,1.33,5,16,Yes
1537,0.03,0,0.62,0.03,0,1.25,12,165,Yes
1539,0.49,0,0.33,0,0,2.3,12,46,Yes
1540,0.06,0,0.64,0.17,0.18,3.7,117,3498,Yes
1541,0,0,0,0,0,3.5,15,49,Yes
1543,0.05,0,0,0.02,0,1.26,10,264,Yes
1544,0,0,1.22,0.26,0,5.45,68,180,Yes
1545,0,0,1.36,0,0,15.5,68,186,Yes
1546,0.07,0,0.07,0,0,1.86,14,41,Yes
1547,0.1,0,0.56,0.02,0,1.52,12,217,Yes
1548,0.08,0,0.11,0.21,0.02,10.82,887,1244,Yes
1549,0.08,0.03,0.1,0.01,0,4.05,48,575,Yes
1550,0.14,0,0.78,0.22,0.14,5.78,103,798,Yes
1551,0.1,0,0.2,0,0,3.81,61,297,Yes
1553,0,0,1.13,0.15,0.08,2.43,28,153,Yes
1554,0,0,0.94,0,0,5.11,107,179,Yes
1555,0,0,1.55,0,0.52,2.11,15,38,Yes
1557,0.22,0,0,0.22,0,3.94,18,63,Yes
1558,0,0,1.21,0,0,15.92,71,191,Yes
1559,0.69,0,0.33,0,0,5.55,71,566,Yes
1561,0,0,0,0,0,4,16,72,Yes
1562,0.27,0,0.07,0.14,0,3.02,21,190,Yes
1564,0,0,0,0,0,7.67,12,23,Yes
1565,0,0,0.95,0,0,4.82,13,82,Yes
1566,0,0,0.74,0,0,4.95,24,94,Yes
1567,0,0,0,0,0,5.23,38,162,Yes
1568,0,0,1.41,0,0,9,28,72,Yes
1569,0.07,0,0.44,0.59,0.02,5.34,73,1590,Yes
1570,0.06,0,0.59,0,0,3.28,31,771,Yes
1571,0,0,2.4,0.6,1,82.25,295,329,Yes
1573,0,0,0.07,0.3,0,3.36,54,158,Yes
1574,0,0,1.23,0,0,4.16,142,287,Yes
1576,0.24,0,0.96,0,0,3.8,17,57,Yes
1577,0.03,0,0.44,0.19,0.05,14.62,525,921,Yes
1578,0.21,0,0.17,0.08,0,3.52,114,243,Yes
1579,0.07,0,0.23,0.21,0.01,6.73,583,1345,Yes
1580,0.14,0,0,0.07,0,2.74,30,468,Yes
1581,0.22,0,0,0,0,2.35,12,134,Yes
1582,0,0,0.68,0,0,2.23,12,29,Yes
1583,0.08,0,1.29,0.08,0.23,6.72,101,363,Yes
1584,0.27,0,0.07,0.14,0,3.02,21,190,Yes
1585,0.21,0,0,0.11,0,1.87,22,112,Yes
1586,0,0,0.24,0,0,4.33,11,104,Yes
1587,0.35,0,0,0.35,0,2.16,8,80,Yes
1588,0,0,0.36,0,0.45,10.37,64,311,Yes
1589,0,0,2.3,0.7,0,2.02,14,125,Yes
1591,0,0,0.15,0,0,1.4,6,21,Yes
1592,0.15,0,0.88,0,0,5,17,150,Yes
1595,0,0,0,0,0,4.03,71,129,Yes
1596,0.05,0.07,0.37,0.15,0,3.23,181,1500,Yes
1598,0.1,0,0.1,0.72,0,4.51,43,185,Yes
1599,0.06,0,0.59,0,0,3.28,31,771,Yes
1601,0.03,0,0.15,0.12,0.01,3.58,127,640,Yes
1602,0.03,0,0.38,0.05,0,2.32,15,216,Yes
1603,0.03,0,0.38,0.05,0,2.33,15,219,Yes
1604,0.12,0,0,0.09,0,4.79,38,508,Yes
1605,0.03,0,0.44,0.19,0.05,14.62,525,921,Yes
1606,0.04,0.07,0.33,0.14,0,3.31,181,1613,Yes
1607,0.1,0,0.1,0.72,0,4.51,43,185,Yes
1608,0.03,0,0.44,0.19,0.05,14.41,525,922,Yes
1609,0.06,0,0.12,0.12,0,2.93,20,240,Yes
1610,0.08,0,0.06,0.2,0,2.26,53,208,Yes
1611,0,0,1.63,0,0.47,2.59,31,127,Yes
1612,0.03,0,0.44,0.19,0.05,14.62,525,921,Yes
1615,0.05,0,0,0.03,0,2.07,11,170,Yes
1616,0,0,0,0,0,2.13,12,228,Yes
1617,0,0,0,0,0,2.1,11,145,Yes
1619,0,0,0.29,0,0,1.69,15,93,Yes
1620,0.03,0,0.44,0.19,0.05,14.62,525,921,Yes
1621,0.24,0.04,0.71,0.06,0,4.32,126,1123,Yes
1622,0.1,0,0,0,0,2.5,33,125,Yes
1623,0.07,0,0.54,0.13,0,11.59,110,313,Yes
1624,0.04,0,0,0,0,1.94,33,95,Yes
1627,0.04,0,0.36,0.06,0.69,13.88,107,1444,Yes
1628,0.06,0,0.64,0.17,0.18,3.7,117,3498,Yes
1629,0,0,0.47,0.13,0,10.88,93,533,Yes
1630,0,0,0.11,0.05,0.05,1.19,5,129,Yes
1631,0,0,3.08,0,0,1.43,4,10,Yes
1632,0,0,0.7,0.93,0,5.08,39,122,Yes
1633,0,0,0,0,0,4.82,46,106,Yes
1634,0,0,0.4,0,0,9.79,42,137,Yes
1635,0.05,0,0.47,0.2,0.07,3.29,53,608,Yes
1636,0.39,0,0,0,0,2.42,41,481,Yes
1637,0.37,0,0,0,0,2.38,41,492,Yes
1638,0.35,0,0,0,0,2.34,41,505,Yes
1639,0,0.19,0.41,0.22,0.02,4.2,49,814,Yes
1642,0.18,0,0,0,0,1.28,7,51,Yes
1643,0.22,0,0.43,0.18,0.07,4.39,36,303,Yes
1644,0.09,0,0.61,0,0.04,3.59,37,352,Yes
1645,0.09,0,0.66,0.11,0.03,9.1,65,728,Yes
1646,0,0,0,0,0,1.56,11,53,Yes
1647,0,0,0,0,0,1.22,4,45,Yes
1649,0.1,0,0.05,0.61,0.25,7.89,126,1609,Yes
1652,0.24,0.04,0.71,0.06,0,4.32,126,1123,Yes
1653,0.12,0,0.35,0,0,1.21,13,196,Yes
1654,0.12,0.01,0.35,0.42,0.27,8.02,178,3303,Yes
1656,0.12,0,0.23,0.23,0,4.49,39,746,Yes
1657,0.04,0,0.15,0.13,0.01,3.63,127,617,Yes
1658,0.16,0,0.64,0.16,0,3.61,71,184,Yes
1659,0.61,0,0,0,0,2.22,22,100,Yes
1660,0,0,0.82,0.41,0,2.45,12,137,Yes
1661,0,0,0.86,0.79,0,4.15,41,353,Yes
1662,0.07,0,0.01,0.07,0,2.11,46,3214,Yes
1663,0.1,0,0.52,0.11,0.06,5.76,116,2062,Yes
1664,0.06,0,0,0,0,2.81,39,379,Yes
1667,0.29,0,0.19,0,0,1.86,26,67,Yes
1670,0,0,1.43,0.1,0,2.86,36,186,Yes
1671,0.04,0,1.02,0.29,0.11,7.09,67,461,Yes
1673,0.13,0,0.62,0.03,0,1.38,13,186,Yes
1675,0.06,0,0,0,0,2.68,36,99,Yes
1678,0.33,0,0,0,0,1.52,15,161,Yes
1679,0.1,0,0.75,0.26,0.1,4.16,84,712,Yes
1680,0.11,0,0.92,0.23,0.03,4.44,138,400,Yes
1681,0,0,0.31,0,0,1.6,4,32,Yes
1682,0.02,0,0.45,0.27,0.03,13.24,272,1575,Yes
1683,0.23,0,0.36,0.26,0.11,3.56,54,979,Yes
1687,0,0,0.19,0,0,2.33,19,49,Yes
1688,0.59,0,0,0,0,2.04,22,92,Yes
1690,0,0,5.56,0,0,3.28,14,95,Yes
1691,0.1,0,0,0,0,2.42,33,162,Yes
1693,0,0,0.27,0.36,0.05,6.64,48,352,Yes
1694,0.13,0,0.73,0.1,0.34,8.19,326,1360,Yes
1697,0,0,0.54,0.08,0,2.06,22,111,Yes
1698,0,0,0,0,0,1.94,12,33,Yes
1699,0.04,0,0,0.09,0,5.15,33,247,Yes
1700,0.46,0,1.39,0,0.05,3.54,64,396,Yes
1702,0.1,0,0.85,0.26,0.1,4.19,84,713,Yes
1703,0.23,0,0.35,0.25,0.11,3.59,54,966,Yes
1704,0.1,0,0.74,0.26,0.1,4.12,84,701,Yes
1705,0.13,0,0.73,0.1,0.34,8.19,326,1360,Yes
1706,0,0,0,0,0,4.33,13,78,Yes
1707,0,0,0,0,0.68,9.44,54,255,Yes
1709,0.23,0,0.35,0.25,0.11,3.6,54,968,Yes
1710,0.08,0,0,0,0,2.27,33,118,Yes
1711,0.25,0,0,0,0,1.99,28,153,Yes
1714,0,0,0.32,0.27,0.28,4.69,145,1163,Yes
1715,0.19,0,0,0,0,2.82,38,240,Yes
1716,0,0,0.15,0.29,0,2.5,11,45,Yes
1717,0.2,0,0.44,0.42,0.04,4.95,116,1449,Yes
1718,0.38,0,0,0,0.19,2.65,28,61,Yes
1720,0,0,0.23,0.47,0,2.69,12,43,Yes
1721,0,0,0.41,0.21,0.1,2.3,20,237,Yes
1722,0.3,0,0,0,0.2,2.47,28,106,Yes
1723,0.19,0,0,0,0,2.8,38,241,Yes
1724,0.23,0,0.04,0,0,2.67,33,208,Yes
1725,0,0,0,0.11,0,6.59,68,112,Yes
1727,0,0,0.11,0,0,1.08,3,26,Yes
1728,0.25,0,1,0.11,0,7.84,116,384,Yes
1729,0,0,0.54,0.27,0,2.16,11,41,Yes
1730,0.14,0.07,0.03,0,0,5.64,114,603,Yes
1731,0,0,0,0,0,4,60,84,Yes
1732,0.18,0,0,0.27,0.09,10.16,114,447,Yes
1733,0.08,0,0.43,0.53,0.11,6.48,140,2379,Yes
1734,0,0,0.76,0,0,4.16,13,79,Yes
1736,0,0,0.79,0,0,4.33,13,78,Yes
1737,0,0,1.46,0,0,2.97,21,113,Yes
1739,0.13,0,0.62,0.03,0,1.38,13,186,Yes
1740,0,0,1.55,0,0,4.56,13,82,Yes
1741,0,0,1.77,0,0,3.03,21,118,Yes
1743,0,0.2,0.4,0.23,0.03,4.32,49,877,Yes
1745,0,0,0.9,0,0,5.54,58,72,Yes
1746,0.2,0,0,0,0,1.23,6,27,Yes
1747,0,0.13,0,0,0,3.29,11,56,Yes
1749,0,0,0,0,0,4.91,78,108,Yes
1750,0,0,1.15,0,0,1.46,3,19,Yes
1751,0,0,0.64,0,0,2.51,17,196,Yes
1752,0,0,0,0,0,1.55,3,31,Yes
1753,0.38,0.53,0.23,0,0,4.91,39,211,Yes
1754,9.75,0,1.54,1.79,2,239.57,9989,10062,Yes
1756,0.09,0,1.47,0.26,0.09,31.39,392,565,Yes
1757,0.07,0,0.55,0.21,0.14,6.65,69,153,Yes
1758,0.13,0,0.07,0.07,0,1.95,22,183,Yes
1759,0.18,0,0,0.18,0,3.21,84,700,Yes
1760,0.18,0,0,0.27,0.09,10.37,114,446,Yes
1761,0.15,0.3,0.21,0.3,0,11.24,132,742,Yes
1763,0,0,0,0,0,1,1,4,Yes
1764,0.11,0,0.26,0.24,0.01,6.14,583,1339,Yes
1765,0.82,0,0.18,0.47,0.12,9.56,259,717,Yes
1768,0,0,0.31,0,0,2.11,14,95,Yes
