Email,Percent_make,Percent_address,Percent_all,Percent_3d,Percent_our,Percent_over,Percent_remove,Percent_internet,Percent_order,Percent_mail,Percent_receive,Percent_will,Percent_people,Percent_report,Percent_free,Percent_business,Percent_email,Percent_you,Percent_credit,Percent_000,Percent_money,Percent_lab,Percent_telnet,Percent_data,Percent_technology,Percent_parts,Percent_pm,Percent_direct,Percent_cs,Percent_meeting,Percent_original,Percent_project,Percent_re,Percent_edu,Percent_table,Percent_conference,Semicolon,LeftParen,LeftSquareParen,Exclamation,Dollar,PercentSign,AvgAllCap,LongAllCap,TotalAllCap,Spam
2355,0,0,0.94,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0.94,0,0,0,0,0,0,1.77,4,53,No
2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,2,7,28,No
2360,0,0,0,0,0.96,0,0,0,0,0.48,0,0.48,0,0,0,0.48,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,1.38,5,55,No
2361,0,0.22,0.33,0,0.22,0.11,0,0,0,0,0.11,0.44,0,0,0,0,0,0.44,0,0,0,0,0,0.11,0,0,0.11,0,0,0,0,0,0.66,0,0,0,0.02,0.25,0,0,0,0,2.07,11,395,No
2363,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,53,148,No
2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,1.88,7,15,No
2369,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,1.55,0.77,0,0,0,0.49,0,0.2,0,0,3.16,10,79,No
2370,0,0,0,0,3.07,0,0,0,0,0,0,4.61,0,0,0,0,0,0,0,0,0,6.15,0,0,0,0,0,0,0,6.15,0,0,0,0,0,0,0,0,0,0,0,0,1.53,4,26,No
2372,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,8,33,No
2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,14,25,No
2375,0,0,0.26,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0.26,0,2.4,0,0,0.04,0.11,0,0,0.04,0,1.63,11,307,No
2377,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0.35,0,0,0,0,2.3,10,53,No
2380,0,0,0.08,0,0.17,0,0,0.08,0.08,0,0,0.43,0.08,0,0,0,0,0,0,0.08,0,0,0,0,0.77,0,0,0,0,0.08,0,0.17,0,0,0,0.17,0.08,0.05,0,0,0.01,0,2.45,25,566,No
2381,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.37,0,0,0,0,2.03,10,63,No
2382,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,2.56,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,2.56,0,0,0,0,0,0,0.47,0,0,2.45,15,27,No
2384,0,0,1.06,0,1.06,0,0,0,0,0,0,1.06,0,0,0,0,0,4.25,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,1.25,4,25,No
2385,0,0,0,0,0.54,0,0,0,0,1.63,0.54,0.54,0.54,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,1.97,16,65,No
2386,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,11,53,No
2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0.68,0.68,0,0,2.9,18,29,No
2388,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,1.12,0.56,0,0,0,0.18,0.09,0.18,0,0,4.5,34,153,No
2389,0,2.12,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4,13,No
2392,0.39,0,0,0,0.78,0.39,0,0,0,0,0,0.39,0,0,0,0,0,0.39,0,0,0,0.39,0.39,0.39,0.39,0,0.78,0.39,0,1.96,0.78,0,0.78,0,0,0,0.65,0.58,0,0.13,0,0,2.9,16,249,No
2393,0.05,0,0,0,0,0.1,0,0,0,0.1,0.05,0.48,0,0,0.21,0.1,0,1.62,0.05,0.21,0.05,0,0.27,0,0,0,0.16,0,0,0,0,0,0.05,0,0,0.1,0,0.29,0.02,0.06,0.05,0,2.01,32,1026,No
2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,3.18,15,89,No
2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,3.7,0,0,3.7,0,0,0,0,0,0.69,0,0,0,1.89,5,17,No
2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,17,26,No
2401,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.45,0,0,0,0.9,0.45,0,0.45,0,0.45,0.45,0,0.45,0.45,0,0.45,0,0,0,0,0.36,0.43,0,0,0.07,2.24,12,161,No
2403,1.03,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0.19,0,0.37,0,0,2.28,11,41,No
2405,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0.82,0.82,0,0.82,0,0,0.82,0,0,0,0,0.82,0,0,0,0,0.36,0,0.24,0,0,4.67,34,126,No
2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0.24,0,0,2.83,12,68,No
2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,3.47,28,125,No
2410,0,0,0,0,0,0,0,0,2.29,0,0,0.76,0,0,0,0,0,0,0,0,0,0.76,0.76,0,0.76,0,0.76,0.76,0,0,0,0,0.76,0,0,0,0,0.16,0,0,0,0,4.24,52,140,No
2412,0.97,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,2.19,11,59,No
2413,0,0,0,0,0,0,0.46,0,0,0,0,0.46,0,0,0,0,0,0.46,0,0,0,0,0,2.3,0,0,0.92,0,0,0,0.92,0,0.46,0,0,0,0.16,0.16,0,0.16,0,0.08,2.34,13,150,No
2416,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,9,21,No
2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,No
2421,0.58,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0.58,0,0,0,0.58,0.58,1.76,0.58,0,0.58,0.58,0,0,0.58,0,0.58,0,0,0,0,0.41,0,0.1,0,0,2,12,94,No
2422,0.31,0.31,0.94,0,0,0.62,0,0,0,0,0,0.31,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0.31,0,0,0,0,0,0,0.1,0,0,2.37,45,180,No
2423,0.12,0,0.12,0,0.12,0.12,0,0,1.08,0,0,0.36,0,0,0,0,0,0.48,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.15,0.03,0,0.03,0,4.13,78,645,No
2426,0.75,0,0.37,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,1.12,0,0,0,0.37,0.37,0,0.37,0,0.37,0.37,0,0,2.63,0,0.75,0,0,0,0,0.31,0,0.06,0,0,1.9,13,118,No
2432,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0.57,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0.84,0,0,0,0.08,3.58,31,129,No
2433,0.24,0,0.49,0,0,0,0,0,0,0.24,0,0.24,0.24,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0.03,0.12,0.12,0,0,0,3.57,75,336,No
2434,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,1.82,9,20,No
2437,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.39,0,0,1.26,3,29,No
2438,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0.23,0,0.23,0,0,1.76,17,37,No
2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0.3,0,0,0,0,0,1.61,5,29,No
2448,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,23,38,No
2449,0.24,0,0.12,0,0,0.12,0.24,0,0,0,0,0.37,0,0,0,0,0,0.86,0,0,0,0.24,0.24,0.37,0.24,0,0.24,0.24,0,0.12,0.24,0.86,0.24,0,0,0,0.02,0.3,0.06,0,0,0,1.8,13,227,No
2450,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0.75,0.75,0,0.75,0,0.75,0.75,0,0.75,0.75,0,0.75,0,0,0,0,0.22,0,0,0,0,1.83,12,77,No
2452,0,3.68,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0.61,0,0,0,0.61,0.61,0,0.61,0,0.61,0.61,0,0,1.84,0,1.84,0,0,0,0,0.19,0.09,0,0,0.09,2.28,13,169,No
2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0.21,0,0,1.38,4,29,No
2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,6.53,83,248,No
2457,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0.89,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0.89,0,0.54,0,0,0,0.27,2.29,12,94,No
2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0,0,1.86,4,26,No
2460,0,7.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,1.75,0,0,0,0,0,0,0,0,0.29,1.83,13,42,No
2461,0,5.47,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,1.36,0,0,0,0,0,0,0,0,0.23,2.04,13,57,No
2463,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0.7,0,1.4,0,0,0,0,0.7,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0.27,0.07,0,0,0,18,200,378,No
2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,1.79,6,25,No
2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,1.46,5,19,No
2469,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,1.3,5,26,No
2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,1.56,5,25,No
2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,No
2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,2,9,No
2480,0,0,0,0,1.26,0,0,0,0,0,0,1.26,0,0,1.26,0,0,2.53,0,0,0,1.26,0,0,0,0,0,0,0,1.26,0,0,1.26,0,0,0,0,0,0,0,0,0,1.29,5,18,No
2483,0,0,0.38,0,0,0,0,0,0,0,0,1.53,0,0.38,0,0.76,0,0.76,0,0,0,1.53,0.38,0,1.15,0,0,0.38,0,0,0.38,0,0.76,0,0,0,0,0.16,0.05,0,0,0,2.3,17,193,No
2485,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0.58,0,0,0,0.58,0.58,0,0.58,0,0.87,0.58,0,0.87,0.29,0,0.58,0,0,0,0.09,0.64,0.05,0,0,0,3.55,37,373,No
2487,0,0,1.58,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.15,0,0,1.48,10,43,No
2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,1,1,14,No
2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3,13,No
2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,1.76,7,51,No
2502,0.17,0.35,0,0,0,0,0,0,0,0.35,0,0.17,0,0,0,0,0,1.94,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0.53,0.17,0,0,0,0.03,0,0.03,0,0,1.56,21,194,No
2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,1.75,3,14,No
2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,1.6,7,16,No
2507,0,0,0,0,0,0.44,0,0,0,0,0,0.44,0.44,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.44,0,0,0,0.15,0,0,0,0,1.61,11,71,No
2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,1.14,2,8,No
2510,0,0,0,0,0.44,0,0,0,0,0,0.44,0.89,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0.14,0,0,0,0,1.73,16,116,No
2514,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,1.56,0,0,0,0,0,0,0,0,1.75,3,21,No
2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1,8,No
2516,0,1.61,3.22,0,0,0,0,0,0,0,0,1.61,0,0,0,0,3.22,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,1.61,0,0,0,0,0,0,0,0,1.08,2,13,No
2518,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,1.55,2.32,0,0,0,0,0.77,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,2.33,30,93,No
2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.17,0,0,0.08,3.98,28,239,No
2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.18,0,0,0.09,4.04,28,214,No
2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.33,8,119,No
2525,0,0,0,0,1.04,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,1.85,10,61,No
2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,No
2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,2.53,10,38,No
2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,4.17,14,50,No
2533,0,0,0,0,0.32,0.32,0,0,0,0,0,0.32,0,0,0,0,0,1.3,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0.26,0,0,0,0,1.3,7,104,No
2535,0,0,0,0,2.25,0,0,0,0,0.75,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0.13,0.13,3.66,28,128,No
2536,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,3.92,0,0,0,0,0,0,0,0,3.13,17,97,No
2538,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,4,21,No
2539,0,0,0.59,0.11,0,0,0,0,0.11,0.23,0,0.11,0,0,0.11,0,0,0.95,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0.23,0.32,0.11,0.06,0.08,0,2.55,38,601,No
2541,0,0,0,0,1.17,0,0,0,0,1.17,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,10,45,No
2543,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0.16,0,0,0,0,2.17,11,113,No
2544,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.6,0,3.36,13,84,No
2546,0,0,0.16,0,0.64,0,0,0.16,0,0,0,1.91,0,0,0.16,0,0,3.04,0,0,0,0,0.16,0,0.16,0,0,0.16,0,0,0,0,0.32,0,0,0,0,0.06,0,0,0.06,0,1.8,7,196,No
2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,5,37,No
2548,0,0,0,0,0,0.65,0,0.65,0,0.65,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0.11,0.11,0,0,0.11,0,1.92,9,102,No
2549,0,0,0,0,0,0,0,0,0,0,0,1.74,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1.79,6,70,No
2550,0,0,1.49,0,0,0.37,0,0,0,0,0,0.74,0.37,0,0,0,0,2.24,0,0,0,0,0,0,1.49,0.37,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,1.79,5,111,No
2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,18,64,No
2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0.26,0,0,0,0,3.74,53,101,No
2557,0,1.23,0,0,0,0,0,0,0,1.23,0,0.61,2.46,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,1,1,20,No
2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,No
2561,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,2,14,No
2562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,13,37,No
2564,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,3.12,0,1.56,0,1.56,1.56,0,0,0,0.22,0.22,0,0,0,1.67,12,30,No
2566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,1,1,4,No
2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,No
2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,No
2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0.58,1.73,0,0,0,0,3.08,24,37,No
2574,0.23,0,0.46,0,0,0,0,0.23,0,0.23,0,0,0,0,0,0,0,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.03,0,2.02,19,244,No
2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,3.33,11,30,No
2579,0,0,0.32,0,0.32,0,0,0,0,0,0,0.64,0,0,0,0,0,0.32,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,1.68,10,156,No
2580,0.23,0,0.23,0,1.17,0,0,0,0,0,0,1.41,0,0,0,0.11,0,0.47,0,0.11,0,0.11,0,0,0,0,0,0,0,0.11,0,0,0.23,0,0,0,0,0.02,0,0,0,0.02,1.49,7,162,No
2585,0,0,0.91,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,7,103,No
2586,0,0,1.09,0,0,0,0,0,0,1.09,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,4.59,51,133,No
2587,0,0.51,0,0,1.02,0,0,0.51,0,0,0,0,0,0,0.51,0.51,0,0.51,0,0,0,0,0,0,0.51,0,0,0.51,0,0,0,0.51,0,0,0,0,0,0.07,0,0,0,0,2.08,9,108,No
2590,0,0,0,0,0,0,0,0,0,0,0,4.58,0,0,0,0.91,0,0,0,0,0,0,0,0,0.91,0,0.91,0,0,0,0,0,0,0,0,0,0,0.12,0,0.24,0,0,3.54,26,85,No
2591,0,0,0.36,0,0.36,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.77,0.14,0,0,0,3.72,20,268,No
2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,1.44,0,0.72,0,1.44,1.44,0,0,0,0,0.11,0.11,0,0.11,1.65,12,51,No
2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,1.62,0,0.81,0,1.62,1.62,0,0,0,0,0.14,0,0,0.14,1.64,12,36,No
2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,1,1,8,No
2600,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0.35,0,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,1.23,5,146,No
2601,0,0,0,0,0,0,0,0,0,0,0,0.54,0.54,0,0,0,0,0.54,0,0,0,0,0,0,0.54,0,0.54,0,0,2.7,0,0.54,0,0,0,0,0,0.09,0,0.09,0,0,2.36,5,52,No
2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,8,23,No
2605,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,No
